CustomerID,Recency,Frequency,Monetary,Segment,Cluster
13405,74,3,572.45,At Risk,0
13408,1,62,28117.04,Champions,1
13410,24,5,1003.06,Champions,1
13411,107,1,213.55,Dormant,0
13414,133,3,1390.5,At Risk,0
13416,43,2,712.5,Loyal,0
13417,4,2,640.83,Loyal,0
13418,11,18,6127.43,Champions,1
13419,63,1,221.06,Dormant,0
13420,149,2,159.85,Dormant,2
13421,40,2,1851.08,Loyal,0
13422,64,1,2626.3,New,0
13425,108,3,1624.21,At Risk,0
13426,0,10,3641.32,Champions,1
13427,19,3,582.6,Loyal,0
13428,10,1,218.47,New,0
13429,10,4,1006.8,Champions,0
13430,18,2,679.45,Loyal,0
13431,67,2,1269.1,New,0
13434,74,2,534.24,Dormant,0
13435,5,7,3809.89,Champions,1
13436,1,1,196.89,New,0
13437,14,7,3408.06,Champions,1
13439,255,1,283.71,Dormant,2
13441,91,1,296.64,Dormant,0
13447,23,3,1129.14,Champions,0
13448,16,6,3539.37,Champions,1
13449,23,1,291.88,New,0
13450,26,6,2043.72,Champions,1
13451,26,5,2976.15,Champions,1
13452,259,2,590.0,Dormant,2
13453,165,2,356.98,Dormant,2
13455,24,2,1058.34,Loyal,0
13456,17,6,1766.72,Champions,1
13458,7,14,9646.57,Champions,1
13460,29,2,183.44,Loyal,0
13461,38,3,1445.0,Champions,0
13462,252,1,151.5,Dormant,2
13464,58,1,674.68,New,0
13466,184,1,307.9,Dormant,2
13467,10,2,1083.71,Loyal,0
13468,1,37,5704.97,Champions,1
13470,99,2,165.0,Dormant,0
13471,1,4,2531.58,Champions,1
13473,60,2,422.64,Dormant,0
13474,236,1,229.59,Dormant,2
13475,191,4,1431.78,At Risk,0
13476,178,2,1238.47,New,0
13477,37,6,1454.58,Champions,1
13479,200,2,300.95,Dormant,2
13481,45,5,1804.56,Champions,1
13482,232,1,184.64,Dormant,2
13483,65,1,140.34,Dormant,0
13484,241,1,313.8,Dormant,2
13485,233,1,454.24,Dormant,2
13486,78,3,1122.41,At Risk,0
13487,57,3,575.4,At Risk,0
13488,17,13,8968.31,Champions,1
13489,105,4,449.52,At Risk,0
13491,51,10,1215.82,At Risk,1
13492,136,3,1269.84,At Risk,0
13493,275,2,618.63,Dormant,2
13494,311,1,316.26,Dormant,2
13495,7,5,2044.87,Champions,1
13496,10,2,653.33,Loyal,0
13497,282,2,348.05,Dormant,2
13499,17,5,1159.11,Champions,1
13500,23,3,1166.77,Champions,0
13501,288,1,1340.32,New,2
13502,16,3,292.0,Loyal,0
13503,71,1,216.85,Dormant,0
13504,64,1,295.93,Dormant,0
13505,72,4,4393.63,At Risk,1
13506,316,2,458.52,Dormant,2
13507,3,4,2479.16,Champions,1
13508,243,1,110.97,Dormant,2
13509,8,7,979.72,Champions,1
13510,1,4,1791.56,Champions,1
13512,260,1,251.21,Dormant,2
13513,126,1,205.1,Dormant,0
13514,73,1,152.2,Dormant,0
13515,72,4,891.12,At Risk,0
13516,21,3,1389.41,Champions,0
13517,59,3,2128.42,At Risk,1
13518,85,1,659.44,Dormant,0
13519,78,1,122.75,Dormant,0
13520,58,6,3624.35,At Risk,1
13521,1,3,1093.65,Champions,0
13522,30,1,125.8,New,0
13523,33,5,3964.88,Champions,1
13524,40,5,680.18,Champions,0
13525,14,2,628.78,Loyal,0
13527,33,7,2287.51,Champions,1
13529,78,2,307.76,Dormant,0
13531,205,2,483.8,Dormant,2
13532,33,1,210.31,New,0
13533,182,3,270.79,At Risk,2
13534,2,25,5870.08,Champions,1
13536,1,7,3448.29,Champions,1
13538,43,7,1280.85,Champions,1
13539,85,3,631.34,At Risk,0
13544,39,2,291.41,Loyal,0
13546,12,3,626.99,Loyal,0
13548,96,2,682.41,New,0
13549,25,7,918.2,Champions,1
13551,319,1,91.8,Dormant,2
13552,66,12,3740.07,At Risk,1
13555,73,4,4149.28,At Risk,1
13557,28,2,584.06,Loyal,0
13558,5,4,605.06,Loyal,0
13560,7,1,174.37,New,0
13561,215,1,141.86,Dormant,2
13562,81,3,1799.33,At Risk,0
13563,84,2,777.53,New,0
13564,144,3,1749.02,At Risk,0
13565,19,2,240.22,Loyal,0
13566,40,2,874.71,Loyal,0
13568,173,1,192.85,Dormant,2
13569,17,2,373.75,Loyal,0
13570,243,1,239.49,Dormant,2
13571,12,12,2092.32,Champions,1
13572,205,1,1384.25,New,2
13573,50,2,294.4,Loyal,0
13575,23,5,732.07,Champions,0
13576,10,18,6717.34,Champions,1
13577,25,4,1687.6,Champions,1
13579,14,2,467.04,Loyal,0
13581,309,1,118.0,Dormant,2
13583,155,1,781.03,New,0
13584,306,1,142.4,Dormant,2
13587,63,1,712.4,New,0
13588,15,9,2478.95,Champions,1
13589,14,2,379.65,Loyal,0
13590,11,6,1981.92,Champions,1
13591,64,3,1117.13,At Risk,0
13592,35,4,247.96,Loyal,0
13593,108,5,2037.08,At Risk,1
13594,52,1,396.97,Dormant,0
13596,5,2,697.04,Loyal,0
13598,47,1,180.17,New,0
13599,1,21,5153.67,Champions,1
13600,312,1,219.52,Dormant,2
13601,45,2,693.32,Loyal,0
13602,64,1,428.89,Dormant,0
13603,26,1,164.34,New,0
13606,29,3,280.54,Loyal,0
13607,40,1,678.01,New,0
13610,12,7,1131.88,Champions,1
13611,89,3,1171.8,At Risk,0
13614,24,4,1610.46,Champions,1
13615,318,1,417.69,Dormant,2
13617,40,3,544.18,Loyal,0
13618,173,1,177.34,Dormant,2
13621,116,1,213.85,Dormant,0
13623,30,5,747.78,Champions,0
13626,252,1,257.23,Dormant,2
13627,59,5,1638.47,At Risk,1
13629,23,11,7792.36,Champions,1
13630,5,7,2031.78,Champions,1
13631,99,11,3070.42,At Risk,1
13632,24,5,2121.27,Champions,1
13634,33,5,1575.16,Champions,1
13635,67,1,1071.03,New,0
13636,36,5,949.12,Champions,1
13637,52,3,810.5,At Risk,0
13638,15,1,122.64,New,0
13639,74,1,1033.34,New,0
13642,215,1,354.8,Dormant,2
13643,31,3,519.44,Loyal,0
13644,16,4,2624.26,Champions,1
13645,120,1,252.1,Dormant,0
13647,9,4,1678.12,Champions,1
13649,256,2,346.6,Dormant,2
13650,16,6,1836.34,Champions,1
13651,35,2,94.2,Loyal,0
13652,45,3,1095.08,Champions,0
13654,43,6,2707.33,Champions,1
13655,114,2,932.97,New,0
13656,164,2,379.65,Dormant,2
13657,10,2,382.14,Loyal,0
13658,9,5,2639.17,Champions,1
13659,205,2,1573.2,New,2
13662,85,3,897.76,At Risk,0
13663,179,1,189.47,Dormant,2
13666,60,3,84.65,At Risk,0
13667,149,1,305.02,Dormant,2
13668,2,21,6363.59,Champions,1
13669,50,2,218.55,Loyal,0
13670,75,1,349.7,Dormant,0
13672,301,2,186.39,Dormant,2
13673,18,2,396.92,Loyal,0
13675,151,2,486.82,Dormant,0
13678,151,1,232.6,Dormant,2
13680,1,4,3722.42,Champions,1
13681,17,4,827.83,Champions,0
13682,187,1,59.5,Dormant,2
13684,285,1,67.23,Dormant,2
13685,2,7,3119.44,Champions,1
13686,182,1,72.0,Dormant,2
13689,63,1,910.0,New,0
13690,59,1,172.25,Dormant,0
13692,24,3,1488.32,Champions,0
13694,3,50,65039.62,Champions,1
13695,31,15,2504.13,Champions,1
13697,38,1,151.3,New,0
13699,155,1,308.58,Dormant,2
13700,26,10,2265.12,Champions,1
13703,318,1,99.5,Dormant,2
13704,5,9,2308.06,Champions,1
13705,7,3,711.86,Champions,0
13706,302,1,330.79,Dormant,2
13707,267,2,806.41,New,2
13708,271,1,296.88,Dormant,2
13709,3,13,6328.05,Champions,1
13710,31,1,180.48,New,0
13711,218,2,252.06,Dormant,2
13712,246,1,228.84,Dormant,2
13715,281,5,1079.34,At Risk,2
13716,269,1,138.28,Dormant,2
13717,32,6,1445.01,Champions,1
13718,246,2,306.55,Dormant,2
13719,15,5,1041.68,Champions,1
13720,116,4,799.9,At Risk,0
13721,36,1,524.14,New,0
13722,131,3,2375.41,At Risk,1
13723,217,1,199.85,Dormant,2
13725,49,8,1980.56,Champions,1
13726,38,2,1079.66,Loyal,0
13727,28,2,333.48,Loyal,0
13728,36,6,1016.14,Champions,1
13730,135,2,752.6,New,0
13731,219,2,610.59,Dormant,2
13732,28,1,491.86,New,0
13735,24,4,2885.24,Champions,1
13736,5,2,731.9,Loyal,0
13737,200,1,339.6,Dormant,2
13739,18,1,216.9,New,0
13740,240,1,350.75,Dormant,2
13741,71,3,668.43,At Risk,0
13742,16,12,3131.02,Champions,1
13743,2,7,1341.6,Champions,1
13744,95,2,1156.36,New,0
13745,162,1,300.04,Dormant,2
13747,373,1,79.6,Dormant,2
13748,95,5,948.25,At Risk,1
13750,53,5,1647.26,At Risk,1
13751,288,1,296.25,Dormant,2
13752,124,6,1186.28,At Risk,1
13753,287,1,741.26,New,2
13754,151,2,282.6,Dormant,0
13755,3,9,2161.35,Champions,1
13756,2,14,5189.52,Champions,1
13758,11,7,3190.55,Champions,1
13759,33,2,659.41,Loyal,0
13760,54,2,286.79,Dormant,0
13761,50,2,1070.65,Loyal,0
13762,218,1,306.72,Dormant,2
13763,63,1,1714.96,New,0
13764,70,3,1521.76,At Risk,0
13767,2,37,17220.36,Champions,1
13769,2,10,2796.51,Champions,1
13771,64,4,2634.45,At Risk,1
13772,33,3,1132.13,Champions,0
13774,81,1,345.0,Dormant,0
13777,0,33,25977.16,Champions,1
13778,103,1,178.7,Dormant,0
13780,7,2,360.01,Loyal,0
13781,250,1,127.84,Dormant,2
13782,12,6,912.0,Champions,1
13784,9,11,2462.79,Champions,1
13786,367,1,230.4,Dormant,2
13787,75,2,309.04,Dormant,0
13790,4,1,348.8,New,0
13791,127,2,1516.0,New,0
13792,66,2,195.55,Dormant,0
13798,1,57,37153.85,Champions,1
13799,116,2,688.86,New,0
13800,309,1,558.32,Dormant,2
13801,66,1,324.8,Dormant,0
13802,138,3,4599.42,At Risk,1
13803,255,1,277.07,Dormant,2
13804,30,7,2635.79,Champions,1
13805,52,2,924.6,New,0
13806,63,1,256.38,Dormant,0
13807,367,1,112.6,Dormant,2
13808,5,5,1747.66,Champions,1
13809,305,1,155.05,Dormant,2
13810,28,3,1499.01,Champions,0
13811,183,3,814.5,At Risk,2
13812,42,3,539.0,Loyal,0
13813,39,4,1366.86,Champions,1
13814,92,2,1579.12,New,0
13815,22,4,4027.36,Champions,1
13816,23,2,571.67,Loyal,0
13817,29,2,382.98,Loyal,0
13819,301,3,1140.35,At Risk,2
13821,144,2,385.64,Dormant,0
13822,5,2,632.0,Loyal,0
13823,18,2,957.66,Loyal,0
13824,32,5,1698.94,Champions,1
13826,176,1,189.5,Dormant,2
13827,57,3,412.05,At Risk,0
13828,22,1,209.49,New,0
13831,16,6,2202.99,Champions,1
13832,19,1,52.2,New,0
13833,159,1,384.8,Dormant,2
13835,25,4,834.57,Champions,0
13837,211,2,271.24,Dormant,2
13838,5,4,691.73,Champions,0
13841,252,1,85.0,Dormant,2
13842,58,9,3385.62,At Risk,1
13844,11,1,361.62,New,0
13845,64,1,312.98,Dormant,0
13846,24,3,865.06,Champions,0
13848,92,3,1255.0,At Risk,0
13849,51,2,1537.95,New,0
13850,129,1,1595.48,New,0
13851,95,3,2651.46,At Risk,1
13853,57,1,1090.14,New,0
13854,8,25,8109.52,Champions,1
13856,168,3,388.5,At Risk,2
13858,57,1,216.17,Dormant,0
13859,326,1,201.16,Dormant,2
13860,1,5,1245.9,Champions,1
13862,18,8,2209.36,Champions,1
13863,247,1,305.78,Dormant,2
13865,58,4,501.56,At Risk,0
13866,74,1,145.67,Dormant,0
13867,31,3,1015.29,Champions,0
13868,7,2,3192.54,Loyal,1
13869,123,4,3104.95,At Risk,1
13870,2,8,2770.94,Champions,1
13871,22,13,6403.25,Champions,1
13873,119,3,389.6,At Risk,0
13874,358,1,540.45,Dormant,2
13875,53,5,1786.79,At Risk,1
13876,63,1,122.7,Dormant,0
13877,86,1,117.24,Dormant,0
13878,54,1,1281.53,New,0
13880,21,13,3219.77,Champions,1
13881,3,20,17159.52,Champions,1
13882,2,5,1191.13,Champions,1
13883,10,5,2674.48,Champions,1
13884,7,5,787.6,Champions,1
13885,189,2,506.8,Dormant,2
13886,71,1,243.56,Dormant,0
13887,204,1,349.55,Dormant,2
13888,119,2,605.63,Dormant,0
13889,92,1,416.9,Dormant,0
13890,1,10,1883.81,Champions,1
13892,26,4,632.97,Loyal,0
13893,297,1,821.1,New,2
13894,23,3,564.62,Loyal,0
13895,28,4,2593.07,Champions,1
13897,50,1,311.16,New,0
13898,325,1,155.93,Dormant,2
13899,16,2,388.52,Loyal,0
13900,183,3,740.95,At Risk,2
13901,72,5,2867.2,At Risk,1
13904,37,2,332.64,Loyal,0
13908,79,4,2369.55,At Risk,1
13911,57,9,2580.91,At Risk,1
13914,11,2,626.45,Loyal,0
13917,49,2,272.04,Loyal,0
13918,49,2,1212.84,Loyal,0
13919,59,2,384.81,Dormant,0
13922,351,1,172.25,Dormant,2
13923,53,1,351.13,Dormant,0
13924,1,6,1838.85,Champions,1
13925,92,4,678.25,At Risk,0
13926,23,1,223.85,New,0
13927,74,1,348.99,Dormant,0
13928,10,4,464.57,Loyal,0
13929,169,2,842.65,New,0
13930,57,2,337.34,Dormant,0
13931,95,2,1237.53,New,0
13932,294,1,307.4,Dormant,2
13933,109,2,608.79,Dormant,0
13934,263,1,922.1,New,2
13936,179,1,376.58,Dormant,2
13937,169,1,158.85,Dormant,2
13938,35,1,71.66,New,0
13939,23,3,568.55,Loyal,0
13940,17,4,839.14,Champions,0
13941,21,5,5112.96,Champions,1
13946,79,3,561.57,At Risk,0
13947,65,1,90.6,Dormant,0
13948,360,1,102.0,Dormant,2
13949,2,6,2427.32,Champions,1
13950,11,4,745.06,Champions,0
13951,176,3,674.45,At Risk,2
13952,217,2,3251.07,New,2
13953,7,7,3515.68,Champions,1
13954,1,2,439.92,Loyal,0
13955,154,2,322.96,Dormant,0
13956,5,5,1026.42,Champions,1
13959,79,3,598.2,At Risk,0
13960,21,2,230.22,Loyal,0
13962,21,2,169.55,Loyal,0
13963,308,4,664.54,At Risk,2
13967,145,1,80.7,Dormant,2
13969,7,18,9053.94,Champions,1
13971,18,8,2758.26,Champions,1
13972,70,2,190.25,Dormant,0
13973,287,1,264.7,Dormant,2
13974,49,1,413.59,New,0
13975,31,6,2526.28,Champions,1
13976,206,1,357.98,Dormant,2
13978,14,2,196.79,Loyal,0
13979,73,1,869.87,New,0
13980,60,1,200.14,Dormant,0
13982,39,4,1871.81,Champions,1
13983,29,12,2603.43,Champions,1
13984,26,5,920.51,Champions,1
13985,4,15,7060.13,Champions,1
13986,17,1,320.46,New,0
13988,19,6,4147.96,Champions,1
13989,65,2,1266.08,New,0
13990,213,1,311.3,Dormant,2
13991,12,6,855.97,Champions,1
13992,30,1,76.8,New,0
13993,42,9,3466.36,Champions,1
13994,3,6,2313.14,Champions,1
13995,15,5,1393.69,Champions,1
13999,10,12,3901.81,Champions,1
14000,211,1,635.66,Dormant,2
14001,45,3,2043.08,Champions,1
14002,134,2,529.73,Dormant,0
14004,43,7,4582.64,Champions,1
14005,9,5,2874.72,Champions,1
14006,115,3,962.19,At Risk,0
14009,198,2,695.61,New,2
14012,277,1,328.8,Dormant,2
14013,110,3,473.02,At Risk,0
14014,77,1,505.18,Dormant,0
14015,52,1,917.34,New,0
14016,161,4,4341.21,At Risk,1
14019,46,3,1421.61,Champions,0
14020,16,2,642.8,Loyal,0
14021,155,3,631.9,At Risk,0
14022,225,1,440.0,Dormant,2
14023,7,2,584.07,Loyal,0
14024,121,2,327.7,Dormant,0
14027,60,1,104.82,Dormant,0
14029,63,2,467.66,Dormant,0
14030,18,8,2360.09,Champions,1
14031,7,19,17286.86,Champions,1
14032,2,11,2975.59,Champions,1
14034,22,3,651.82,Loyal,0
14035,28,5,1428.02,Champions,1
14036,284,1,626.65,Dormant,2
14037,176,2,147.2,Dormant,2
14038,78,3,1560.38,At Risk,0
14039,33,1,152.2,New,0
14040,40,12,3614.92,Champions,1
14041,266,1,141.41,Dormant,2
14044,26,4,652.82,Loyal,0
14045,109,4,1659.75,At Risk,1
14046,284,1,154.99,Dormant,2
14047,8,5,1308.61,Champions,1
14048,305,1,409.93,Dormant,2
14049,16,4,5681.72,Champions,1
14050,31,2,746.36,Loyal,0
14051,0,23,15610.39,Champions,1
14052,19,1,225.36,New,0
14053,124,2,260.25,Dormant,0
14054,65,1,92.46,Dormant,0
14055,106,1,725.64,New,0
14056,1,23,8214.65,Champions,1
14057,23,17,6217.96,Champions,1
14059,266,1,183.6,Dormant,2
14060,4,19,6140.42,Champions,1
14062,9,12,10464.85,Champions,1
14064,29,5,1353.74,Champions,1
14066,266,1,152.55,Dormant,2
14067,63,2,374.7,Dormant,0
14068,320,1,265.85,Dormant,2
14071,3,8,1438.82,Champions,1
14073,32,1,151.04,New,0
14075,4,3,942.26,Champions,0
14076,129,1,122.47,Dormant,0
14077,40,5,499.42,Loyal,0
14078,101,6,1049.37,At Risk,1
14079,124,1,375.1,Dormant,0
14080,32,1,45.6,New,0
14081,302,2,934.52,New,2
14082,364,1,182.25,Dormant,2
14083,4,9,1018.43,Champions,1
14085,2,18,4448.54,Champions,1
14087,2,1,194.42,New,0
14088,10,13,50491.81,Champions,1
14089,56,1,161.0,Dormant,0
14090,324,1,76.32,Dormant,2
14092,7,14,4076.91,Champions,1
14093,12,1,442.85,New,0
14096,4,17,65164.79,Champions,1
14098,36,1,147.35,New,0
14099,16,11,3104.17,Champions,1
14100,137,1,194.9,Dormant,0
14101,73,6,5976.79,At Risk,1
14102,5,5,1360.28,Champions,1
14104,154,2,216.21,Dormant,2
14105,239,1,1266.23,New,2
14107,51,7,2703.23,At Risk,1
14108,30,2,597.91,Loyal,0
14109,72,1,144.2,Dormant,0
14110,3,12,5683.15,Champions,1
14111,14,4,692.85,Champions,0
14112,22,7,2915.15,Champions,1
14113,3,4,1840.42,Champions,1
14114,273,2,386.53,Dormant,2
14116,19,5,1382.74,Champions,1
14117,143,1,90.0,Dormant,2
14121,3,4,2780.15,Champions,1
14124,84,1,419.58,Dormant,0
14125,10,3,2740.43,Champions,1
14126,7,3,706.13,Champions,0
14127,122,3,709.71,At Risk,0
14128,60,2,637.5,Dormant,0
14129,1,5,1123.86,Champions,1
14130,319,1,483.86,Dormant,2
14132,2,11,3586.03,Champions,1
14133,129,3,605.64,At Risk,0
14135,1,15,4690.31,Champions,1
14138,1,2,982.38,Loyal,0
14139,46,1,415.82,New,0
14140,3,2,935.05,Loyal,0
14141,2,4,915.13,Champions,0
14142,373,1,311.81,Dormant,2
14143,133,1,115.8,Dormant,2
14145,46,4,3742.2,Champions,1
14146,8,5,4191.0,Champions,1
14147,78,2,483.4,Dormant,0
14148,233,1,157.2,Dormant,2
14149,220,1,446.62,Dormant,2
14150,35,2,658.64,Loyal,0
14152,75,2,621.29,Dormant,0
14154,239,2,1345.62,New,2
14155,266,1,118.75,Dormant,2
14156,9,55,117379.63,Champions,1
14157,19,2,432.88,Loyal,0
14158,40,1,507.66,New,0
14159,19,11,4693.01,Champions,1
14161,215,3,1110.52,At Risk,2
14162,173,2,289.36,Dormant,2
14163,87,4,2445.91,At Risk,1
14164,70,2,1631.77,New,0
14165,275,1,122.54,Dormant,2
14167,39,4,574.84,Loyal,0
14171,98,1,363.79,Dormant,0
14173,10,4,450.84,Loyal,0
14174,33,1,134.46,New,0
14175,59,3,3222.3,At Risk,1
14176,297,4,576.9,At Risk,2
14177,86,4,559.41,At Risk,0
14178,8,7,1620.93,Champions,1
14179,40,2,719.78,Loyal,0
14180,10,25,4748.52,Champions,1
14184,66,1,452.89,Dormant,0
14185,331,1,197.65,Dormant,2
14188,30,6,2054.36,Champions,1
14189,2,15,4654.08,Champions,1
14191,1,13,4684.76,Champions,1
14193,67,2,853.39,New,0
14194,4,21,11349.52,Champions,1
14195,201,2,1012.0,New,2
14196,106,1,335.52,Dormant,0
14198,18,4,701.4,Champions,0
14199,218,1,185.4,Dormant,2
14201,60,7,747.44,At Risk,1
14204,2,1,161.03,New,0
14205,16,2,466.7,Loyal,0
14206,239,1,328.16,Dormant,2
14208,94,1,151.74,Dormant,0
14209,10,6,2073.43,Champions,1
14210,105,6,1905.84,At Risk,1
14211,53,9,2241.1,At Risk,1
14212,89,1,1070.48,New,0
14214,30,5,1004.38,Champions,1
14215,11,6,1789.72,Champions,1
14216,3,4,1839.3,Champions,1
14217,1,17,2004.98,Champions,1
14218,42,1,169.48,New,0
14219,4,1,89.94,New,0
14220,247,2,632.4,Dormant,2
14221,42,9,3432.8,Champions,1
14222,177,1,683.17,New,2
14223,92,3,991.13,At Risk,0
14224,110,4,1050.12,At Risk,0
14226,28,5,2232.19,Champions,1
14227,26,10,3350.96,Champions,1
14229,51,3,1547.2,At Risk,0
14231,183,3,925.71,At Risk,2
14232,42,5,2048.07,Champions,1
14233,49,4,1462.72,Champions,1
14234,22,4,775.46,Champions,0
14235,75,5,3144.86,At Risk,1
14236,80,2,490.86,Dormant,0
14237,373,1,161.0,Dormant,2
14238,326,1,146.85,Dormant,2
14239,43,11,2380.85,Champions,1
14240,30,2,890.34,Loyal,0
14241,183,1,213.7,Dormant,2
14242,234,2,280.55,Dormant,2
14243,8,10,2588.77,Champions,1
14245,219,2,1693.45,New,2
14246,110,3,1474.06,At Risk,0
14247,278,1,136.77,Dormant,2
14248,318,1,302.58,Dormant,2
14250,7,3,1904.05,Champions,1
14251,1,5,2879.7,Champions,1
14256,260,2,969.06,New,2
14257,64,5,3099.72,At Risk,1
14258,9,9,12669.98,Champions,1
14259,141,1,120.0,Dormant,2
14261,50,2,1163.45,Loyal,0
14262,8,8,2618.23,Champions,1
14264,154,2,333.97,Dormant,0
14265,109,2,530.18,Dormant,0
14267,162,3,1516.24,At Risk,0
14270,331,1,492.65,Dormant,2
14271,225,1,112.32,Dormant,2
14272,73,2,437.96,Dormant,0
14273,51,4,559.97,At Risk,0
14276,98,3,1119.74,At Risk,0
14277,15,3,4216.2,Champions,1
14280,196,1,134.04,Dormant,2
14282,3,15,3729.34,Champions,1
14284,30,2,595.25,Loyal,0
14285,21,4,1910.01,Champions,1
14286,23,3,4628.75,Champions,1
14287,8,3,176.63,Loyal,0
14288,213,1,426.6,Dormant,2
14289,8,6,911.26,Champions,1
14290,11,5,2314.65,Champions,1
14291,1,11,3883.25,Champions,1
14292,7,9,4871.93,Champions,1
14293,3,4,1046.56,Champions,0
14295,40,1,166.2,New,0
14297,17,4,1305.33,Champions,1
14298,8,44,51527.3,Champions,1
14299,8,9,3965.62,Champions,1
14300,18,1,43.2,New,0
14301,117,1,640.14,Dormant,0
14304,222,1,383.45,Dormant,2
14305,71,3,1858.96,At Risk,0
14306,51,2,2093.32,New,0
14307,88,6,2995.72,At Risk,1
14309,8,9,2352.53,Champions,1
14311,242,1,310.26,Dormant,2
14312,46,6,1611.59,Champions,1
14314,106,1,120.0,Dormant,0
14315,44,6,2481.13,Champions,1
14317,64,1,508.58,Dormant,0
14320,206,2,477.79,Dormant,2
14321,10,5,1530.75,Champions,1
14323,114,2,605.06,Dormant,0
14326,242,1,183.85,Dormant,2
14327,163,1,311.65,Dormant,2
14329,17,7,5014.84,Champions,1
14331,124,2,462.66,Dormant,0
14332,22,3,866.31,Champions,0
14333,67,1,415.2,Dormant,0
14334,16,8,2552.21,Champions,1
14335,16,2,468.26,Loyal,0
14336,16,4,1614.91,Champions,1
14338,161,2,588.22,Dormant,0
14339,242,1,309.52,Dormant,2
14340,218,1,134.7,Dormant,2
14341,45,8,2182.28,Champions,1
14342,21,4,668.56,Loyal,0
14344,127,8,889.93,At Risk,1
14345,38,1,108.98,New,0
14346,120,2,1021.58,New,0
14348,260,1,409.57,Dormant,2
14349,10,1,133.5,New,0
14350,274,1,282.93,Dormant,2
14351,164,1,51.0,Dormant,2
14352,157,4,1078.96,At Risk,0
14353,215,1,90.6,Dormant,2
14354,5,2,163.62,Loyal,0
14355,365,1,174.4,Dormant,2
14356,79,2,701.23,New,0
14357,43,1,225.77,New,0
14359,19,3,912.18,Champions,0
14360,31,4,2128.23,Champions,1
14362,22,1,161.2,New,0
14364,108,8,3717.35,At Risk,1
14367,8,16,9261.52,Champions,1
14368,319,1,155.0,Dormant,2
14371,295,1,100.5,Dormant,2
14373,358,1,76.55,Dormant,2
14375,185,1,257.68,Dormant,2
14377,191,2,617.05,Dormant,2
14379,44,2,348.1,Loyal,0
14381,52,1,202.68,Dormant,0
14382,26,1,626.07,New,0
14383,38,3,1247.69,Champions,0
14385,9,3,202.11,Loyal,0
14386,296,1,142.4,Dormant,2
14387,32,3,1770.56,Champions,0
14388,10,8,3212.84,Champions,1
14389,65,2,1043.46,New,0
14390,10,9,4652.82,Champions,1
14393,218,1,67.95,Dormant,2
14395,2,9,3507.71,Champions,1
14396,65,2,487.99,Dormant,0
14397,2,19,2612.96,Champions,1
14400,149,1,574.7,Dormant,0
14401,4,13,4051.48,Champions,1
14403,130,4,1475.81,At Risk,1
14404,33,6,1474.32,Champions,1
14406,119,1,156.75,Dormant,0
14407,107,6,2157.73,At Risk,1
14408,10,7,2606.53,Champions,1
14409,71,6,2059.45,At Risk,1
14410,92,9,1105.07,At Risk,1
14411,310,1,1063.0,New,2
14412,42,2,770.03,Loyal,0
14413,362,1,122.7,Dormant,2
14414,91,7,1496.98,At Risk,1
14415,1,13,5900.28,Champions,1
14416,22,2,490.22,Loyal,0
14418,3,3,1937.25,Champions,1
14419,10,6,1058.06,Champions,1
14420,99,1,387.52,Dormant,0
14421,57,2,813.11,New,0
14422,0,6,4263.64,Champions,1
14423,218,1,265.2,Dormant,2
14424,17,1,322.08,New,0
14426,23,10,4481.67,Champions,1
14427,50,2,363.34,Loyal,0
14428,7,5,1244.83,Champions,1
14431,302,1,470.36,Dormant,2
14432,9,6,2255.51,Champions,1
14434,21,6,1372.8,Champions,1
14436,98,1,89.06,Dormant,0
14437,365,1,63.0,Dormant,2
14438,306,1,131.9,Dormant,2
14439,319,1,2661.24,New,2
14440,8,5,2357.68,Champions,1
14441,0,4,1712.89,Champions,1
14442,204,2,1589.82,New,2
14443,53,4,1420.2,At Risk,1
14446,0,4,1039.58,Champions,0
14447,18,5,1163.23,Champions,1
14448,9,2,375.35,Loyal,0
14449,18,4,907.1,Champions,0
14450,180,3,483.25,At Risk,2
14451,60,2,662.59,Dormant,0
14452,10,2,264.44,Loyal,0
14453,190,1,119.93,Dormant,2
14456,5,9,3062.4,Champions,1
14457,310,1,113.64,Dormant,2
14459,155,1,1837.92,New,0
14460,110,3,434.34,At Risk,0
14461,148,3,2103.06,At Risk,0
14462,66,11,2004.02,At Risk,1
14463,98,3,529.62,At Risk,0
14465,246,3,1058.62,At Risk,2
14466,29,7,2272.4,Champions,1
14467,17,4,598.76,Loyal,0
14470,11,2,461.19,Loyal,0
14472,103,8,1936.84,At Risk,1
14473,74,2,234.34,Dormant,0
14474,46,1,547.66,New,0
14475,71,3,925.85,At Risk,0
14476,257,1,215.7,Dormant,2
14477,19,4,1309.6,Champions,1
14479,253,2,316.25,Dormant,2
14480,11,1,279.05,New,0
14481,164,2,636.51,Dormant,0
14482,18,6,2068.15,Champions,1
14483,281,1,137.1,Dormant,2
14484,50,1,321.92,New,0
14485,38,1,165.75,New,0
14487,26,6,1196.33,Champions,1
14488,67,1,1064.28,New,0
14489,207,1,463.38,Dormant,2
14491,175,2,340.93,Dormant,2
14493,7,5,2383.24,Champions,1
14494,25,1,139.56,New,0
14495,50,2,123.8,Loyal,0
14496,311,2,538.81,Dormant,2
14497,309,1,475.37,Dormant,2
14498,42,5,1957.32,Champions,1
14499,26,3,815.32,Champions,0
14500,88,3,356.85,At Risk,0
14501,183,2,251.21,Dormant,2
